id,stateAbbr,stateName,collectionsPerCapita,collectionsPerCapitaRank
0,US,United States,1518.409333,
1,AL,Alabama,539.7644238,50
2,AK,Alaska,2001.431411,11
4,AZ,Arizona,1036.425254,34
5,AR,Arkansas,698.6015733,48
6,CA,California,1450.907985,21
8,CO,Colorado,1381.920047,26
9,CT,Connecticut,2846.506962,3
10,DE,Delaware,855.2880011,45
11,DC,District of Columbia,3349.643276,1*
12,FL,Florida,1232.264162,29
13,GA,Georgia,1124.804941,32
15,HI,Hawaii,1069.619161,33
16,ID,Idaho,963.8377454,39
17,IL,Illinois,2087.440236,9
18,IN,Indiana,974.8711418,37
19,IA,Iowa,1569.220388,15
20,KS,Kansas,1440.253795,22
21,KY,Kentucky,781.0370948,46
22,LA,Louisiana,868.7693814,43
23,ME,Maine,2054.999218,10
24,MD,Maryland,1555.374341,16
25,MA,Massachusetts,2258.215489,8
26,MI,Michigan,1382.098661,25
27,MN,Minnesota,1533.517415,17
28,MS,Mississippi,971.6261526,38
29,MO,Missouri,990.4411349,35
30,MT,Montana,1508.569155,19
31,NE,Nebraska,1895.192992,12
32,NV,Nevada,959.2565496,40
33,NH,New Hampshire,3054.296231,2
34,NJ,New Jersey,3074.430568,1
35,NM,New Mexico,770.4522881,47
36,NY,New York,2696.895365,4
37,NC,North Carolina,952.4609765,41
38,ND,North Dakota,1221.506169,30
39,OH,Ohio,1271.450889,28
40,OK,Oklahoma,678.1323936,49
41,OR,Oregon,1404.156192,24
42,PA,Pennsylvania,1480.872139,20
44,RI,Rhode Island,2339.342685,7
45,SC,South Carolina,1129.606225,31
46,SD,South Dakota,1380.910668,27
47,TN,Tennessee,862.6277385,44
48,TX,Texas,1731.366982,13
49,UT,Utah,975.9592966,36
50,VT,Vermont,2541.720843,5
51,VA,Virginia,1520.006279,18
53,WA,Washington,1408.637457,23
54,WV,West Virginia,887.9871679,42
55,WI,Wisconsin,1615.706378,14
56,WY,Wyoming,2346.842812,6
