id,stateAbbr,stateName,collectionsPerCapita,collectionsPerCapitaRank
0,US,United States,549.2985476,
1,AL,Alabama,578.4381863,20
2,AK,Alaska,478.3906981,32
4,AZ,Arizona,302.9571335,50
5,AR,Arkansas,485.3938817,30
6,CA,California,500.7980111,26
8,CO,Colorado,436.5713724,36
9,CT,Connecticut,688.4367813,12
10,DE,Delaware,544.8910812,22
11,DC,District of Columbia,649,14*
12,FL,Florida,600.6582123,16
13,GA,Georgia,340.9131403,46
15,HI,Hawaii,923.2790096,3
16,ID,Idaho,313.2247285,49
17,IL,Illinois,774.2573772,7
18,IN,Indiana,529.2190861,23
19,IA,Iowa,476.3242986,33
20,KS,Kansas,407.2222503,41
21,KY,Kentucky,648.5370248,15
22,LA,Louisiana,583.2303514,19
23,ME,Maine,545.5500824,21
24,MD,Maryland,815.5469473,5
25,MA,Massachusetts,417.8521734,40
26,MI,Michigan,422.3213811,39
27,MN,Minnesota,849.4424178,4
28,MS,Mississippi,522.5357606,24
29,MO,Missouri,384.6371073,44
30,MT,Montana,592.5452273,17
31,NE,Nebraska,322.1185641,48
32,NV,Nevada,944.6113507,2
33,NH,New Hampshire,730.0662554,9
34,NJ,New Jersey,445.3937497,35
35,NM,New Mexico,402.8336169,42
36,NY,New York,668.3704632,13
37,NC,North Carolina,430.0807683,37
38,ND,North Dakota,761.3125176,8
39,OH,Ohio,475.142514,34
40,OK,Oklahoma,424.0321343,38
41,OR,Oregon,492.3071043,29
42,PA,Pennsylvania,713.7266049,11
44,RI,Rhode Island,650.0542461,14
45,SC,South Carolina,338.6132685,47
46,SD,South Dakota,504.5575321,25
47,TN,Tennessee,484.5119895,31
48,TX,Texas,586.8878042,18
49,UT,Utah,402.8329871,43
50,VT,Vermont,1067.893208,1
51,VA,Virginia,496.5662025,27
53,WA,Washington,720.4687748,10
54,WV,West Virginia,787.3314651,6
55,WI,Wisconsin,496.5326059,28
56,WY,Wyoming,381.5941458,45
