id,stateAbbr,stateName,collectionsPerCapita,collectionsPerCapitaRank
0,US,United States,144.5808624,
1,AL,Alabama,77.49748228,40
2,AK,Alaska,286.2383045,4
4,AZ,Arizona,82.58468162,38
5,AR,Arkansas,150.6439763,19
6,CA,California,251.9865903,7
8,CO,Colorado,113.2182843,27
9,CT,Connecticut,200.5379514,11
10,DE,Delaware,333.9484286,3
12,FL,Florida,110.0002522,29
13,GA,Georgia,95.11713637,33
15,HI,Hawaii,75.71238686,41
16,ID,Idaho,112.495878,28
17,IL,Illinois,262.3506454,6
18,IN,Indiana,155.9188888,17
19,IA,Iowa,120.3707341,25
20,KS,Kansas,134.7707198,24
21,KY,Kentucky,136.7954333,21
22,LA,Louisiana,36.61401016,45
23,ME,Maine,103.359414,32
24,MD,Maryland,187.3949334,13
25,MA,Massachusetts,342.0262933,2
26,MI,Michigan,90.42311102,34
27,MN,Minnesota,274.331816,5
28,MS,Mississippi,155.1244969,18
29,MO,Missouri,53.96921711,43
30,MT,Montana,114.5412918,26
31,NE,Nebraska,161.287228,15
32,NV,Nevada,0,--
33,NH,New Hampshire,524.5162039,1
34,NJ,New Jersey,248.3162954,8
35,NM,New Mexico,54.63712075,42
36,NY,New York,210.8162284,10
37,NC,North Carolina,105.005775,31
38,ND,North Dakota,136.4162171,22
39,OH,Ohio,2.8595264,--
40,OK,Oklahoma,83.59237347,37
41,OR,Oregon,149.2583558,20
42,PA,Pennsylvania,192.0868595,12
44,RI,Rhode Island,136.4160724,23
45,SC,South Carolina,88.81145331,36
46,SD,South Dakota,37.9366299,44
47,TN,Tennessee,231.3965282,9
48,TX,Texas,0,--
49,UT,Utah,109.5015933,30
50,VT,Vermont,157.7530585,16
51,VA,Virginia,89.45269883,35
53,WA,Washington,0,--
54,WV,West Virginia,79.11903784,39
55,WI,Wisconsin,170.9335159,14
56,WY,Wyoming,0,--
