id,stateAbbr,stateName,collectionsPerCapita,collectionsPerCapitaRank
0,US,United States,898.3847684,
1,AL,Alabama,534.1423647,42
2,AK,Alaska,0,--
4,AZ,Arizona,964.1282614,22
5,AR,Arkansas,1109.138818,8
6,CA,California,997.2651746,21
8,CO,Colorado,513.5839193,44
9,CT,Connecticut,1046.020763,15
10,DE,Delaware,0,--
12,FL,Florida,1079.130586,12
13,GA,Georgia,531.3552371,43
15,HI,Hawaii,2244.132533,1
16,ID,Idaho,928.1594452,24
17,IL,Illinois,706.7419482,33
18,IN,Indiana,1101.345085,10
19,IA,Iowa,1010.216014,19
20,KS,Kansas,1114.392631,7
21,KY,Kentucky,780.5716401,30
22,LA,Louisiana,680.0058129,37
23,ME,Maine,1021.769135,17
24,MD,Maryland,747.6228067,31
25,MA,Massachusetts,892.4544248,27
26,MI,Michigan,922.4938579,25
27,MN,Minnesota,1010.653297,18
28,MS,Mississippi,1104.623645,9
29,MO,Missouri,580.576887,41
30,MT,Montana,0,--
31,NE,Nebraska,934.941914,23
32,NV,Nevada,1451.479525,3
33,NH,New Hampshire,0,--
34,NJ,New Jersey,1032.220271,16
35,NM,New Mexico,999.9683519,20
36,NY,New York,682.2935503,36
37,NC,North Carolina,707.6955886,32
38,ND,North Dakota,1346.398905,4
39,OH,Ohio,1051.963622,14
40,OK,Oklahoma,630.2248262,39
41,OR,Oregon,0,--
42,PA,Pennsylvania,799.3685035,29
44,RI,Rhode Island,920.5902989,26
45,SC,South Carolina,658.9782859,38
46,SD,South Dakota,1124.480292,6
47,TN,Tennessee,1053.684811,13
48,TX,Texas,1151.461885,5
49,UT,Utah,684.4452343,35
50,VT,Vermont,595.752975,40
51,VA,Virginia,467.2616402,45
53,WA,Washington,1862.450889,2
54,WV,West Virginia,703.7115622,34
55,WI,Wisconsin,876.296853,28
56,WY,Wyoming,1096.741379,11
