id,stateAbbr,stateName,collectionsPerCapita,collectionsPerCapitaRank
0,US,United States,1462,
1,AL,Alabama,522,50
2,AK,Alaska,2639,4
4,AZ,Arizona,986,33
5,AR,Arkansas,675,48
6,CA,California,1385,22
8,CO,Colorado,1365,23
9,CT,Connecticut,2774,3
10,DE,Delaware,828,45
11,DC,District of Columbia,3139,(1)
12,FL,Florida,1184,29
13,GA,Georgia,1087,31
15,HI,Hawaii,980,34
16,ID,Idaho,928,40
17,IL,Illinois,2007,10
18,IN,Indiana,970,35
19,IA,Iowa,1525,15
20,KS,Kansas,1435,19
21,KY,Kentucky,737,46
22,LA,Louisiana,839,43
23,ME,Maine,1918,11
24,MD,Maryland,1491,16
25,MA,Massachusetts,2181,8
26,MI,Michigan,1335,26
27,MN,Minnesota,1411,20
28,MS,Mississippi,916,41
29,MO,Missouri,960,37
30,MT,Montana,1465,17
31,NE,Nebraska,1757,12
32,NV,Nevada,953,38
33,NH,New Hampshire,2861,2
34,NJ,New Jersey,3065,1
35,NM,New Mexico,731,47
36,NY,New York,2581,5
37,NC,North Carolina,951,39
38,ND,North Dakota,1121,30
39,OH,Ohio,1203,28
40,OK,Oklahoma,623,49
41,OR,Oregon,1350,25
42,PA,Pennsylvania,1405,21
44,RI,Rhode Island,2307,7
45,SC,South Carolina,1080,32
46,SD,South Dakota,1301,27
47,TN,Tennessee,830,44
48,TX,Texas,1635,14
49,UT,Utah,969,36
50,VT,Vermont,2339,6
51,VA,Virginia,1457,18
53,WA,Washington,1364,24
54,WV,West Virginia,852,42
55,WI,Wisconsin,1657,13
56,WY,Wyoming,2109,9
