id,stateAbbr,stateName,collectionsPerCapita,collectionsPerCapitaRank
0,US,United States,535,
1,AL,Alabama,547,20
2,AK,Alaska,450,33
4,AZ,Arizona,304,48
5,AR,Arkansas,466,30
6,CA,California,507,24
8,CO,Colorado,426,37
9,CT,Connecticut,812,5
10,DE,Delaware,542,21
11,DC,District of Columbia,655,(14)
12,FL,Florida,615,15
13,GA,Georgia,322,46
15,HI,Hawaii,868,3
16,ID,Idaho,295,49
17,IL,Illinois,716,8
18,IN,Indiana,569,17
19,IA,Iowa,430,36
20,KS,Kansas,374,43
21,KY,Kentucky,601,16
22,LA,Louisiana,535,23
23,ME,Maine,538,22
24,MD,Maryland,676,12
25,MA,Massachusetts,388,41
26,MI,Michigan,415,38
27,MN,Minnesota,817,4
28,MS,Mississippi,498,25
29,MO,Missouri,384,42
30,MT,Montana,560,19
31,NE,Nebraska,335,45
32,NV,Nevada,887,2
33,NH,New Hampshire,715,9
34,NJ,New Jersey,439,35
35,NM,New Mexico,373,44
36,NY,New York,677,11
37,NC,North Carolina,447,34
38,ND,North Dakota,720,7
39,OH,Ohio,467,29
40,OK,Oklahoma,396,40
41,OR,Oregon,453,32
42,PA,Pennsylvania,662,13
44,RI,Rhode Island,629,14
45,SC,South Carolina,321,47
46,SD,South Dakota,478,27
47,TN,Tennessee,458,31
48,TX,Texas,568,18
49,UT,Utah,405,39
50,VT,Vermont,1029,1
51,VA,Virginia,478,27
53,WA,Washington,683,10
54,WV,West Virginia,785,6
55,WI,Wisconsin,483,26
56,WY,Wyoming,285,50
